what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339607640568
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1339607642017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607647758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607649985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339607653073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607661752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607663862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607666097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339607667381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607708026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607712163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607727131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607728499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607731205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607733980
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339607759044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339607763982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339607764214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339607780557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339607782848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339607783459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339607785516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339607797793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339610609392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339610610200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339622675192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339622761901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623096603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623098243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623290928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623292865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623377751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623378637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623405357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623416646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623622782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339623653804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339647032607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339647452019
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339647455946
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339647456224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339647456301
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339647552596
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339647552847
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1339647585199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339647599355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339647600711
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1339647602899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339647616747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339647653313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339647891889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339647893827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339650041500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339651536562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339651536770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339651538351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654295661
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654307563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654307908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654326799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654328927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339654334002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654334398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654364815
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339654367537
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1339654370019
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1339654370042
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1339654370141
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1339654370143
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1339654370321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654373633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654384805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654495287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654516263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654535827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654539622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654554675
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654554684
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654558282
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1339654582658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339654583210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339654586832
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654610636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339654612709
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1339654612909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654613994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654619013
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654629724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339654632317
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654633284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654635231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654641623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654644764
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1339654660095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1339654675920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339654689623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654691045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654698822
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654698856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654698990
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654700086
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654792685
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654915002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654915175
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1339654915229
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654932732
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654932732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339654943906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339654959089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339654960357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339654962355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654963560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654975215
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654975236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654982681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339654990573
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654993349
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654994012
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654994089
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339654996247
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339654996426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339655028185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339655033734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1339655051307
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339655052832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339655054645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339655063539
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339655101207
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1339655102490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339655104651
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1339655105341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339655107940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1339655110625
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339655120771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339655125424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339655125673
